season_id,team_id_home,team_id_away,team_name_home,team_name_away,team_abbreviation_home,team_abbreviation_away,game_date,pts_home,pts_away
22014,1610612766,1610612753,Charlotte Hornets,Orlando Magic,CHA,ORL,2014-11-21,100.0,105.0
22014,1610612743,1610612740,Denver Nuggets,New Orleans Pelicans,DEN,NOP,2014-11-21,117.0,97.0
22014,1610612761,1610612749,Toronto Raptors,Milwaukee Bucks,TOR,MIL,2014-11-21,124.0,82.0
22014,1610612749,1610612764,Milwaukee Bucks,Washington Wizards,MIL,WAS,2014-11-22,100.0,111.0
22014,1610612745,1610612742,Houston Rockets,Dallas Mavericks,HOU,DAL,2014-11-22,95.0,92.0
22014,1610612759,1610612751,San Antonio Spurs,Brooklyn Nets,SAS,BKN,2014-11-22,99.0,87.0
22014,1610612739,1610612761,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,2014-11-22,93.0,110.0
22014,1610612750,1610612758,Minnesota Timberwolves,Sacramento Kings,MIN,SAC,2014-11-22,101.0,113.0
22014,1610612753,1610612748,Orlando Magic,Miami Heat,ORL,MIA,2014-11-22,92.0,99.0
22014,1610612754,1610612756,Indiana Pacers,Phoenix Suns,IND,PHX,2014-11-22,83.0,106.0
22014,1610612762,1610612740,Utah Jazz,New Orleans Pelicans,UTA,NOP,2014-11-22,94.0,106.0
22014,1610612752,1610612755,New York Knicks,Philadelphia 76ers,NYK,PHI,2014-11-22,91.0,83.0
22014,1610612760,1610612744,Oklahoma City Thunder,Golden State Warriors,OKC,GSW,2014-11-23,86.0,91.0
22014,1610612738,1610612757,Boston Celtics,Portland Trail Blazers,BOS,POR,2014-11-23,88.0,94.0
22014,1610612747,1610612743,Los Angeles Lakers,Denver Nuggets,LAL,DEN,2014-11-23,94.0,101.0
22014,1610612763,1610612746,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,2014-11-23,107.0,91.0
22014,1610612748,1610612766,Miami Heat,Charlotte Hornets,MIA,CHA,2014-11-23,94.0,93.0
22014,1610612755,1610612757,Philadelphia 76ers,Portland Trail Blazers,PHI,POR,2014-11-24,104.0,114.0
22014,1610612739,1610612753,Cleveland Cavaliers,Orlando Magic,CLE,ORL,2014-11-24,106.0,74.0
22014,1610612761,1610612756,Toronto Raptors,Phoenix Suns,TOR,PHX,2014-11-24,104.0,100.0
22014,1610612745,1610612752,Houston Rockets,New York Knicks,HOU,NYK,2014-11-24,91.0,86.0
22014,1610612766,1610612746,Charlotte Hornets,Los Angeles Clippers,CHA,LAC,2014-11-24,92.0,113.0
22014,1610612762,1610612741,Utah Jazz,Chicago Bulls,UTA,CHI,2014-11-24,95.0,97.0
22014,1610612742,1610612754,Dallas Mavericks,Indiana Pacers,DAL,IND,2014-11-24,100.0,111.0
22014,1610612740,1610612758,New Orleans Pelicans,Sacramento Kings,NOP,SAC,2014-11-25,89.0,99.0
22014,1610612748,1610612744,Miami Heat,Golden State Warriors,MIA,GSW,2014-11-25,97.0,114.0
22014,1610612749,1610612765,Milwaukee Bucks,Detroit Pistons,MIL,DET,2014-11-25,98.0,86.0
22014,1610612743,1610612741,Denver Nuggets,Chicago Bulls,DEN,CHI,2014-11-25,114.0,109.0
22014,1610612764,1610612737,Washington Wizards,Atlanta Hawks,WAS,ATL,2014-11-25,102.0,106.0
22014,1610612739,1610612764,Cleveland Cavaliers,Washington Wizards,CLE,WAS,2014-11-26,113.0,87.0
22014,1610612747,1610612763,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,2014-11-26,93.0,99.0
22014,1610612756,1610612743,Phoenix Suns,Denver Nuggets,PHX,DEN,2014-11-26,120.0,112.0
22014,1610612755,1610612751,Philadelphia 76ers,Brooklyn Nets,PHI,BKN,2014-11-26,91.0,99.0
22014,1610612760,1610612762,Oklahoma City Thunder,Utah Jazz,OKC,UTA,2014-11-26,97.0,82.0
22014,1610612759,1610612754,San Antonio Spurs,Indiana Pacers,SAS,IND,2014-11-26,106.0,100.0
22014,1610612737,1610612761,Atlanta Hawks,Toronto Raptors,ATL,TOR,2014-11-26,115.0,126.0
22014,1610612766,1610612757,Charlotte Hornets,Portland Trail Blazers,CHA,POR,2014-11-26,97.0,105.0
22014,1610612753,1610612744,Orlando Magic,Golden State Warriors,ORL,GSW,2014-11-26,96.0,111.0
22014,1610612745,1610612758,Houston Rockets,Sacramento Kings,HOU,SAC,2014-11-26,102.0,89.0
22014,1610612742,1610612752,Dallas Mavericks,New York Knicks,DAL,NYK,2014-11-26,109.0,102.0
22014,1610612750,1610612749,Minnesota Timberwolves,Milwaukee Bucks,MIN,MIL,2014-11-26,86.0,103.0
22014,1610612765,1610612746,Detroit Pistons,Los Angeles Clippers,DET,LAC,2014-11-26,98.0,104.0
22014,1610612743,1610612756,Denver Nuggets,Phoenix Suns,DEN,PHX,2014-11-28,122.0,97.0
22014,1610612738,1610612741,Boston Celtics,Chicago Bulls,BOS,CHI,2014-11-28,102.0,109.0
22014,1610612759,1610612758,San Antonio Spurs,Sacramento Kings,SAS,SAC,2014-11-28,112.0,104.0
22014,1610612754,1610612753,Indiana Pacers,Orlando Magic,IND,ORL,2014-11-28,98.0,83.0
22014,1610612760,1610612752,Oklahoma City Thunder,New York Knicks,OKC,NYK,2014-11-28,105.0,78.0
22014,1610612745,1610612746,Houston Rockets,Los Angeles Clippers,HOU,LAC,2014-11-28,85.0,102.0
22014,1610612761,1610612742,Toronto Raptors,Dallas Mavericks,TOR,DAL,2014-11-28,102.0,106.0
22014,1610612757,1610612763,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,2014-11-28,99.0,112.0
22014,1610612766,1610612744,Charlotte Hornets,Golden State Warriors,CHA,GSW,2014-11-28,101.0,106.0
22014,1610612747,1610612750,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,2014-11-28,119.0,120.0
22014,1610612765,1610612749,Detroit Pistons,Milwaukee Bucks,DET,MIL,2014-11-28,88.0,104.0
22014,1610612737,1610612740,Atlanta Hawks,New Orleans Pelicans,ATL,NOP,2014-11-28,100.0,91.0
22014,1610612739,1610612754,Cleveland Cavaliers,Indiana Pacers,CLE,IND,2014-11-29,109.0,97.0
22014,1610612749,1610612745,Milwaukee Bucks,Houston Rockets,MIL,HOU,2014-11-29,103.0,117.0
22014,1610612755,1610612742,Philadelphia 76ers,Dallas Mavericks,PHI,DAL,2014-11-29,103.0,110.0
22014,1610612762,1610612746,Utah Jazz,Los Angeles Clippers,UTA,LAC,2014-11-29,96.0,112.0
22014,1610612764,1610612740,Washington Wizards,New Orleans Pelicans,WAS,NOP,2014-11-29,83.0,80.0
22014,1610612737,1610612766,Atlanta Hawks,Charlotte Hornets,ATL,CHA,2014-11-29,105.0,75.0
22014,1610612757,1610612750,Portland Trail Blazers,Minnesota Timberwolves,POR,MIN,2014-11-30,107.0,93.0
